date,home_team,away_team,home_score,away_score,tournament,country,neutral,outcome
1999-02-28,Angola,Mauritius,0,2,African Nations Cup qualifier,Angola,False,Away Win
1999-02-28,Madagascar,DR Congo,3,1,African Nations Cup qualifier,Madagascar,False,Home Win
1999-02-28,Tunisia,Uganda,6,0,African Nations Cup qualifier,Tunisia,False,Home Win
1999-02-28,Kenya,Zambia,0,1,African Nations Cup qualifier,Kenya,False,Away Win
1999-02-28,Burundi,Burkina Faso,1,2,African Nations Cup qualifier,Burundi,False,Away Win
1999-03-03,Poland,Armenia,1,0,Friendly,Poland,False,Home Win
1999-03-03,Guatemala,Paraguay,2,3,Friendly tournament,Guatemala,False,Away Win
1999-03-03,Bolivia,Jamaica,0,0,Friendly tournament,Guatemala,True,Draw
1999-03-03,Romania,Estonia,2,0,Friendly,Romania,False,Home Win
1999-03-03,Bulgaria,Slovakia,2,0,Friendly,Bulgaria,False,Home Win
1999-03-05,Paraguay,Jamaica,3,1,Friendly tournament,Guatemala,True,Home Win
1999-03-05,Guatemala,Bolivia,0,3,Friendly tournament,Guatemala,False,Away Win
1999-03-06,Azerbaijan,Estonia,2,2,Friendly,Cyprus,True,Draw
1999-03-06,Barbados,Guyana,2,0,CONCACAF Ch & Car Cup q,Barbados,False,Home Win
1999-03-07,Guatemala,Jamaica,2,4,Friendly tournament,Guatemala,False,Away Win
1999-03-07,Paraguay,Bolivia,3,0,Friendly tournament,Guatemala,True,Home Win
1999-03-10,Greece,Croatia,3,2,Friendly,Greece,False,Home Win
1999-03-10,Romania,Israel,0,2,Friendly,Romania,False,Away Win
1999-03-10,Malta,Moldova,0,2,Friendly,Malta,False,Away Win
1999-03-10,Luxembourg,Iceland,1,2,Friendly,Luxembourg,False,Away Win
1999-03-10,Switzerland,Austria,2,4,Friendly,Switzerland,False,Away Win
1999-03-10,Guadeloupe,Dominica,1,0,CONCACAF Ch & Car Cup q,Guadeloupe,False,Home Win
1999-03-10,Hungary,Bosnia and Herzegovina,1,1,Friendly,Hungary,False,Draw
1999-03-10,Barbados,Antigua and Barbuda,2,0,CONCACAF Ch & Car Cup q,Guadeloupe,True,Home Win
1999-03-11,United States,Guatemala,3,1,US Cup,United States,False,Home Win
1999-03-11,Mexico,Bolivia,2,1,US Cup,United States,True,Home Win
1999-03-12,Barbados,Dominica,3,1,CONCACAF Ch & Car Cup q,Guadeloupe,True,Home Win
1999-03-12,Guadeloupe,Antigua and Barbuda,2,1,CONCACAF Ch & Car Cup q,Guadeloupe,False,Home Win
1999-03-13,United States,Mexico,1,2,US Cup,United States,False,Away Win
1999-03-13,Guatemala,Bolivia,2,1,US Cup,United States,True,Home Win
1999-03-14,Guadeloupe,Barbados,1,0,CONCACAF Ch & Car Cup q,Guadeloupe,False,Home Win
1999-03-14,Antigua and Barbuda,Dominica,1,1,CONCACAF Ch & Car Cup q,Guadeloupe,True,Draw
1999-03-16,Cyprus,Estonia,1,2,Friendly,Cyprus,False,Away Win
1999-03-17,Guatemala,Nicaragua,1,0,N Am Ch q & UNCAF Cup,Costa Rica,True,Home Win
1999-03-17,British Virgin Islands,Dominican Republic,0,0,CONCACAF Ch & Car Cup q,Haiti,True,Draw
1999-03-17,Costa Rica,Belize,7,0,N Am Ch q & UNCAF Cup,Costa Rica,False,Home Win
1999-03-17,Haiti,Puerto Rico,2,0,CONCACAF Ch & Car Cup q,Haiti,False,Home Win
1999-03-19,El Salvador,Guatemala,1,1,N Am Ch q & UNCAF Cup,Costa Rica,True,Draw
1999-03-19,Haiti,Dominican Republic,4,0,CONCACAF Ch & Car Cup q,Haiti,False,Home Win
1999-03-19,Honduras,Belize,5,1,N Am Ch q & UNCAF Cup,Costa Rica,True,Home Win
1999-03-19,British Virgin Islands,Puerto Rico,5,0,CONCACAF Ch & Car Cup q,Haiti,True,Home Win
1999-03-20,Georgia,Ukraine,0,1,Friendly,Georgia,False,Away Win
1999-03-21,Dominican Republic,Puerto Rico,2,0,CONCACAF Ch & Car Cup q,Haiti,True,Home Win
1999-03-21,Costa Rica,Honduras,0,1,N Am Ch q & UNCAF Cup,Costa Rica,False,Away Win
1999-03-21,El Salvador,Nicaragua,1,0,N Am Ch q & UNCAF Cup,Costa Rica,True,Home Win
1999-03-21,Haiti,British Virgin Islands,6,0,CONCACAF Ch & Car Cup q,Haiti,False,Home Win
1999-03-24,Honduras,El Salvador,3,1,N Am Ch q & UNCAF Cup,Costa Rica,True,Home Win
1999-03-24,Costa Rica,Guatemala,1,0,N Am Ch q & UNCAF Cup,Costa Rica,False,Home Win
1999-03-26,Costa Rica,Honduras,1,2,N Am Ch q & UNCAF Cup,Costa Rica,False,Away Win
1999-03-26,Guatemala,El Salvador,1,0,N Am Ch q & UNCAF Cup,Costa Rica,True,Home Win
1999-03-26,Portugal,Azerbaijan,7,0,European Championship qual,Portugal,False,Home Win
1999-03-27,Georgia,Slovenia,1,1,European Championship qual,Georgia,False,Draw
1999-03-27,Andorra,Iceland,0,2,European Championship qual,Andorra,False,Away Win
1999-03-27,Turkey,Moldova,2,0,European Championship qual,Turkey,False,Home Win
1999-03-27,Czechia,Lithuania,2,0,European Championship qual,Czechia,False,Home Win
1999-03-27,Romania,Slovakia,0,0,European Championship qual,Romania,False,Draw
1999-03-27,Armenia,Russia,0,3,European Championship qual,Armenia,False,Away Win
1999-03-27,Denmark,Italy,1,2,European Championship qual,Denmark,False,Away Win
1999-03-27,Greece,Norway,0,2,European Championship qual,Greece,False,Away Win
1999-03-27,Belarus,Switzerland,0,1,European Championship qual,Belarus,False,Away Win
1999-03-27,France,Ukraine,0,0,European Championship qual,France,False,Draw
1999-03-27,Belgium,Bulgaria,0,1,Friendly,Belgium,False,Away Win
1999-03-27,Hungary,Liechtenstein,5,0,European Championship qual,Hungary,False,Home Win
1999-03-27,Spain,Austria,9,0,European Championship qual,Spain,False,Home Win
1999-03-27,Northern Ireland,Germany,0,3,European Championship qual,Northern Ireland,False,Away Win
1999-03-27,England,Poland,3,1,European Championship qual,England,False,Home Win
1999-03-27,Sweden,Luxembourg,2,0,European Championship qual,Sweden,False,Home Win
1999-03-28,Trinidad and Tobago,Jamaica,2,0,Friendly,Trinidad and Tobago,False,Home Win
1999-03-28,South Korea,Brazil,1,0,Friendly,South Korea,False,Home Win
1999-03-28,Costa Rica,El Salvador,4,0,N Am Ch q & UNCAF Cup,Costa Rica,False,Home Win
1999-03-28,Guatemala,Honduras,2,0,N Am Ch q & UNCAF Cup,Costa Rica,True,Home Win
1999-03-28,Israel,Cyprus,3,0,European Championship qual,Israel,False,Home Win
1999-03-30,Venezuela,Colombia,0,0,Friendly,Venezuela,False,Draw
1999-03-30,Belgium,Egypt,0,1,Friendly,Belgium,False,Away Win
1999-03-31,Ukraine,Iceland,1,1,European Championship qual,Ukraine,False,Draw
1999-03-31,Latvia,Greece,0,0,European Championship qual,Latvia,False,Draw
1999-03-31,Azerbaijan,Romania,0,1,European Championship qual,Azerbaijan,False,Away Win
1999-03-31,Liechtenstein,Portugal,0,5,European Championship qual,Liechtenstein,False,Away Win
1999-03-31,Luxembourg,Bulgaria,0,2,European Championship qual,Luxembourg,False,Away Win
1999-03-31,San Marino,Spain,0,6,European Championship qual,San Marino,False,Away Win
1999-03-31,Lithuania,Estonia,1,2,European Championship qual,Lithuania,False,Away Win
1999-03-31,Russia,Andorra,6,1,European Championship qual,Russia,False,Home Win
1999-03-31,Italy,Belarus,1,1,European Championship qual,Italy,False,Draw
1999-03-31,Scotland,Czechia,1,2,European Championship qual,Scotland,False,Away Win
1999-03-31,Germany,Finland,2,0,European Championship qual,Germany,False,Home Win
1999-03-31,France,Armenia,2,0,European Championship qual,France,False,Home Win
1999-03-31,Slovakia,Hungary,0,0,European Championship qual,Slovakia,False,Draw
1999-03-31,Moldova,Northern Ireland,0,0,European Championship qual,Moldova,False,Draw
1999-03-31,Switzerland,Wales,2,0,European Championship qual,Switzerland,False,Home Win
1999-03-31,Netherlands,Argentina,1,1,Friendly,Netherlands,False,Draw
1999-03-31,Jamaica,Paraguay,3,0,Friendly,Jamaica,False,Home Win
1999-03-31,Japan,Brazil,0,2,Friendly,Japan,False,Away Win
1999-03-31,Poland,Sweden,0,1,European Championship qual,Poland,False,Away Win
1999-04-03,Mali,Burkina Faso,5,2,Friendly,Mali,False,Home Win
1999-04-03,Swaziland,Namibia,1,1,Friendly,Swaziland,False,Draw
1999-04-09,Algeria,Liberia,4,1,African Nations Cup qualifier,Algeria,False,Home Win
1999-04-10,Gabon,South Africa,1,0,African Nations Cup qualifier,Gabon,False,Home Win
1999-04-10,Zambia,Kenya,1,0,African Nations Cup qualifier,Zambia,False,Home Win
1999-04-10,Uganda,Tunisia,0,2,African Nations Cup qualifier,Uganda,False,Away Win
1999-04-10,Mauritius,Angola,1,1,African Nations Cup qualifier,Mauritius,False,Draw
1999-04-10,Morocco,Togo,1,1,African Nations Cup qualifier,Morocco,False,Draw
1999-04-11,DR Congo,Madagascar,2,0,African Nations Cup qualifier,DR Congo,False,Home Win
1999-04-11,Burkina Faso,Burundi,3,1,African Nations Cup qualifier,Burkina Faso,False,Home Win
1999-04-11,Mozambique,Cameroon,1,6,African Nations Cup qualifier,Mozambique,False,Away Win
1999-04-11,Mali,Namibia,2,1,African Nations Cup qualifier,Mali,False,Home Win
1999-04-11,Ivory Coast,Congo,2,0,African Nations Cup qualifier,Ivory Coast,False,Home Win
1999-04-13,St Vincent & Grenadines,Grenada,2,1,Friendly,St Vincent & Grenadines,False,Home Win
1999-04-14,Mexico,Ecuador,0,0,Friendly,Mexico,False,Draw
1999-04-15,Venezuela,Colombia,1,1,Friendly,Venezuela,False,Draw
1999-04-17,Saint Lucia,Martinique,3,1,CONCACAF Ch & Car Cup q,St Vincent & Grenadines,True,Home Win
1999-04-17,St Vincent & Grenadines,Saint Kitts and Nevis,3,4,CONCACAF Ch & Car Cup q,St Vincent & Grenadines,False,Away Win
1999-04-18,Martinique,Saint Kitts and Nevis,2,1,CONCACAF Ch & Car Cup q,St Vincent & Grenadines,True,Home Win
1999-04-18,St Vincent & Grenadines,Saint Lucia,2,2,CONCACAF Ch & Car Cup q,St Vincent & Grenadines,False,Draw
1999-04-20,Saint Kitts and Nevis,Saint Lucia,4,3,CONCACAF Ch & Car Cup q,St Vincent & Grenadines,True,Home Win
1999-04-21,St Vincent & Grenadines,Martinique,2,1,CONCACAF Ch & Car Cup q,St Vincent & Grenadines,False,Home Win
1999-04-22,India,Bangladesh,0,0,South Asian Championship,India,False,Draw
1999-04-22,Paraguay,Colombia,0,2,Friendly,Paraguay,False,Away Win
1999-04-23,Maldives,Sri Lanka,0,0,South Asian Championship,India,True,Draw
1999-04-24,Malawi,Angola,1,2,COSAFA Cup,Malawi,False,Away Win
1999-04-24,Bangladesh,Pakistan,4,0,South Asian Championship,India,True,Home Win
1999-04-25,Nepal,Sri Lanka,3,2,South Asian Championship,India,True,Home Win
1999-04-25,Swaziland,Lesotho,4,1,Friendly tournament,Swaziland,False,Home Win
1999-04-26,India,Pakistan,2,0,South Asian Championship,India,False,Home Win
1999-04-27,Maldives,Nepal,3,2,South Asian Championship,India,True,Home Win
1999-04-27,Northern Ireland,Canada,1,1,Friendly,Northern Ireland,False,Draw
1999-04-28,Ireland,Sweden,2,0,Friendly,Ireland,False,Home Win
1999-04-28,Latvia,Albania,0,0,European Championship qual,Latvia,False,Draw
1999-04-28,Malta,Iceland,1,2,Friendly,Malta,False,Away Win
1999-04-28,Slovenia,Finland,1,1,Friendly,Slovenia,False,Draw
1999-04-28,Croatia,Italy,0,0,Friendly,Croatia,False,Draw
1999-04-28,Georgia,Norway,1,4,European Championship qual,Georgia,False,Away Win
1999-04-28,Greece,Switzerland,1,1,Friendly,Greece,False,Draw
1999-04-28,Poland,Czechia,2,1,Friendly,Poland,False,Home Win
1999-04-28,Austria,San Marino,7,0,European Championship qual,Austria,False,Home Win
1999-04-28,Hungary,England,1,1,Friendly,Hungary,False,Draw
1999-04-28,Germany,Scotland,0,1,Friendly,Germany,False,Away Win
1999-04-28,Bolivia,Chile,1,1,Friendly,Bolivia,False,Draw
1999-04-28,Paraguay,Mexico,2,1,Friendly,Paraguay,False,Home Win
1999-04-28,Netherlands,Morocco,1,2,Friendly,Netherlands,False,Away Win
1999-04-28,Denmark,South Africa,1,1,Friendly,Denmark,False,Draw
1999-04-28,Romania,Belgium,1,0,Friendly,Romania,False,Home Win
1999-04-29,India,Maldives,2,1,South Asian Championship,India,False,Home Win
1999-04-29,Bangladesh,Nepal,2,1,South Asian Championship,India,True,Home Win
1999-05-01,India,Bangladesh,2,0,South Asian Championship,India,False,Home Win
1999-05-01,Maldives,Nepal,2,0,South Asian Championship,India,True,Home Win
1999-05-04,Netherlands Antilles,Grenada,1,3,CONCACAF Ch & Car Cup q,Netherlands Antilles,False,Away Win
1999-05-05,Spain,Croatia,3,1,Friendly,Spain,False,Home Win
1999-05-05,Bermuda,Bahamas,6,0,CONCACAF Ch & Car Cup q,Bermuda,False,Home Win
1999-05-05,Cuba,Cayman Islands,4,1,CONCACAF Ch & Car Cup q,Bermuda,True,Home Win
1999-05-06,Trinidad and Tobago,South Africa,2,0,Friendly,Trinidad and Tobago,False,Home Win
1999-05-06,Grenada,Suriname,0,0,CONCACAF Ch & Car Cup q,Netherlands Antilles,True,Draw
1999-05-07,Cuba,Bahamas,7,0,CONCACAF Ch & Car Cup q,Bermuda,True,Home Win
1999-05-07,Bermuda,Cayman Islands,4,1,CONCACAF Ch & Car Cup q,Bermuda,False,Home Win
1999-05-08,Namibia,Mali,0,0,African Nations Cup qualifier,Namibia,False,Draw
1999-05-08,Netherlands Antilles,Suriname,1,1,CONCACAF Ch & Car Cup q,Netherlands Antilles,False,Draw
1999-05-09,Jamaica,South Africa,1,1,Friendly,Jamaica,False,Draw
1999-05-09,Swaziland,Mozambique,3,1,COSAFA Cup,Swaziland,False,Home Win
1999-05-09,Bermuda,Cuba,1,2,CONCACAF Ch & Car Cup q,Bermuda,False,Away Win
1999-05-09,Cayman Islands,Bahamas,4,1,CONCACAF Ch & Car Cup q,Bermuda,True,Home Win
1999-05-16,Libya,Senegal,2,1,Friendly,Libya,False,Home Win
1999-05-16,Swaziland,Botswana,2,1,Friendly,Swaziland,False,Home Win
1999-05-19,Russia,Belarus,1,1,Friendly,Russia,False,Draw
1999-05-19,Slovakia,Bulgaria,2,0,Friendly,Slovakia,False,Home Win
1999-05-19,Ecuador,Venezuela,0,2,Friendly,Ecuador,False,Away Win
1999-05-20,Norway,Jamaica,6,0,Friendly,Norway,False,Home Win
1999-05-21,Honduras,Haiti,2,0,Friendly,United States,True,Home Win
1999-05-22,Uganda,Zambia,0,1,Friendly,Uganda,False,Away Win
1999-05-22,Malawi,Namibia,1,1,COSAFA Cup,Malawi,False,Draw
1999-05-27,Sweden,Jamaica,2,1,Friendly,Sweden,False,Home Win
1999-05-29,Canada,Guatemala,1,0,Friendly,Canada,False,Home Win
1999-05-29,Chile,Costa Rica,3,0,Friendly,Chile,False,Home Win
1999-05-29,El Salvador,Colombia,2,1,Friendly,United States,True,Home Win
1999-05-29,Saint Kitts and Nevis,Antigua and Barbuda,4,1,Friendly,Saint Kitts and Nevis,False,Home Win
1999-05-29,Ireland,Northern Ireland,0,1,Friendly,Ireland,False,Away Win
1999-05-30,Belgium,Peru,1,1,Friendly tournament,Japan,True,Draw
1999-05-30,Lesotho,Mauritius,1,2,Friendly,Lesotho,False,Away Win
1999-05-30,Botswana,Mozambique,0,2,COSAFA Cup,Botswana,False,Away Win
1999-05-30,Norway,Georgia,1,0,European Championship qual,Norway,False,Home Win
1999-06-01,Mali,Senegal,1,1,Friendly,Mali,False,Draw
1999-06-02,Ecuador,Iran,1,1,Friendly tournament,Canada,True,Draw
1999-06-02,Canada,Guatemala,2,0,Friendly tournament,Canada,False,Home Win
1999-06-03,Japan,Belgium,0,0,Friendly tournament,Japan,False,Draw
1999-06-03,Trinidad and Tobago,Jamaica,1,0,CONCACAF Ch q & Car Cup,Trinidad and Tobago,False,Home Win
1999-06-03,Grenada,Guadeloupe,2,1,CONCACAF Ch q & Car Cup,Trinidad and Tobago,True,Home Win
1999-06-04,Canada,Iran,0,1,Friendly tournament,Canada,False,Away Win
1999-06-04,Ecuador,Guatemala,3,1,Friendly tournament,Canada,True,Home Win
1999-06-04,Cuba,Haiti,3,1,CONCACAF Ch q & Car Cup,Trinidad and Tobago,True,Home Win
1999-06-04,Germany,Moldova,6,1,European Championship qual,Germany,False,Home Win
1999-06-04,Poland,Bulgaria,2,0,European Championship qual,Poland,False,Home Win
1999-06-05,Spain,San Marino,9,0,European Championship qual,Spain,False,Home Win
1999-06-05,Portugal,Slovakia,1,0,European Championship qual,Portugal,False,Home Win
1999-06-05,Denmark,Belarus,1,0,European Championship qual,Denmark,False,Home Win
1999-06-05,Estonia,Czechia,0,2,European Championship qual,Estonia,False,Away Win
1999-06-05,Latvia,Slovenia,1,2,European Championship qual,Latvia,False,Away Win
1999-06-05,Finland,Turkey,2,4,European Championship qual,Finland,False,Away Win
1999-06-05,Ukraine,Andorra,4,0,European Championship qual,Ukraine,False,Home Win
1999-06-05,Georgia,Greece,1,2,European Championship qual,Georgia,False,Away Win
1999-06-05,Macedonia,Croatia,1,1,European Championship qual,Macedonia,False,Draw
1999-06-05,Azerbaijan,Liechtenstein,4,0,European Championship qual,Azerbaijan,False,Home Win
1999-06-05,Bosnia and Herzegovina,Lithuania,2,0,European Championship qual,Bosnia and Herzegovina,False,Home Win
1999-06-05,Albania,Norway,1,2,European Championship qual,Albania,False,Away Win
1999-06-05,Iceland,Armenia,2,0,European Championship qual,Iceland,False,Home Win
1999-06-05,Romania,Hungary,2,0,European Championship qual,Romania,False,Home Win
1999-06-05,South Korea,Belgium,1,2,Friendly,South Korea,False,Away Win
1999-06-05,France,Russia,2,3,European Championship qual,France,False,Away Win
1999-06-05,South Africa,Mauritius,2,0,African Nations Cup qualifier,South Africa,False,Home Win
1999-06-05,Uganda,Liberia,1,0,African Nations Cup qualifier,Uganda,False,Home Win
1999-06-05,Namibia,Ivory Coast,1,1,African Nations Cup qualifier,Namibia,False,Draw
1999-06-05,Zambia,Madagascar,3,0,African Nations Cup qualifier,Zambia,False,Home Win
1999-06-05,Trinidad and Tobago,Grenada,7,0,CONCACAF Ch q & Car Cup,Trinidad and Tobago,False,Home Win
1999-06-05,Brazil,Netherlands,2,2,Friendly,Brazil,False,Draw
1999-06-05,Faroe Islands,Scotland,1,1,European Championship qual,Faroe Islands,False,Draw
1999-06-05,England,Sweden,0,0,European Championship qual,England,False,Draw
1999-06-05,Italy,Wales,4,0,European Championship qual,Italy,False,Home Win
1999-06-05,Jamaica,Guadeloupe,5,1,CONCACAF Ch q & Car Cup,Trinidad and Tobago,True,Home Win
1999-06-06,Burkina Faso,Senegal,2,2,African Nations Cup qualifier,Burkina Faso,False,Draw
1999-06-06,Israel,Austria,5,0,European Championship qual,Israel,False,Home Win
1999-06-06,Haiti,Saint Kitts and Nevis,2,0,CONCACAF Ch q & Car Cup,Trinidad and Tobago,True,Home Win
1999-06-06,Canada,Ecuador,1,2,Friendly tournament,Canada,False,Away Win
1999-06-06,Gabon,Angola,3,1,African Nations Cup qualifier,Gabon,False,Home Win
1999-06-06,Mali,Congo,3,1,African Nations Cup qualifier,Mali,False,Home Win
1999-06-06,Morocco,Guinea,1,0,African Nations Cup qualifier,Morocco,False,Home Win
1999-06-06,Tunisia,Algeria,2,0,African Nations Cup qualifier,Tunisia,False,Home Win
1999-06-06,Kenya,DR Congo,0,1,African Nations Cup qualifier,Kenya,False,Away Win
1999-06-06,Guatemala,Iran,2,2,Friendly tournament,Canada,True,Draw
1999-06-06,Japan,Peru,0,0,Friendly tournament,Japan,False,Draw
1999-06-06,Cameroon,Eritrea,1,0,African Nations Cup qualifier,Cameroon,False,Home Win
1999-06-07,Jamaica,Grenada,2,1,CONCACAF Ch q & Car Cup,Trinidad and Tobago,True,Home Win
1999-06-07,Trinidad and Tobago,Guadeloupe,3,2,CONCACAF Ch q & Car Cup,Trinidad and Tobago,False,Home Win
1999-06-08,Brazil,Netherlands,3,1,Friendly,Brazil,False,Home Win
1999-06-08,Cuba,Saint Kitts and Nevis,2,0,CONCACAF Ch q & Car Cup,Trinidad and Tobago,True,Home Win
1999-06-08,Yugoslavia,Malta,4,1,European Championship qual,Greece,True,Home Win
1999-06-09,Portugal,Liechtenstein,8,0,European Championship qual,Portugal,False,Home Win
1999-06-09,Romania,Azerbaijan,4,0,European Championship qual,Romania,False,Home Win
1999-06-09,Greece,Latvia,1,2,European Championship qual,Greece,False,Away Win
1999-06-09,Estonia,Lithuania,1,2,European Championship qual,Estonia,False,Away Win
1999-06-09,Armenia,Ukraine,0,0,European Championship qual,Armenia,False,Draw
1999-06-09,Albania,Slovenia,0,1,European Championship qual,Albania,False,Away Win
1999-06-09,Faroe Islands,Bosnia and Herzegovina,2,2,European Championship qual,Faroe Islands,False,Draw
1999-06-09,Ireland,Macedonia,1,0,European Championship qual,Ireland,False,Home Win
1999-06-09,Russia,Iceland,1,0,European Championship qual,Russia,False,Home Win
1999-06-09,Bulgaria,England,1,1,European Championship qual,Bulgaria,False,Draw
1999-06-09,Moldova,Finland,0,0,European Championship qual,Moldova,False,Draw
1999-06-09,Switzerland,Italy,0,0,European Championship qual,Switzerland,False,Draw
1999-06-09,France,Andorra,1,0,European Championship qual,Spain,True,Home Win
1999-06-09,Hungary,Slovakia,0,1,European Championship qual,Hungary,False,Away Win
1999-06-09,Denmark,Wales,2,0,European Championship qual,England,True,Home Win
1999-06-09,Czechia,Scotland,3,2,European Championship qual,Czechia,False,Home Win
1999-06-09,Argentina,Mexico,2,2,Friendly tournament,United States,True,Draw
1999-06-09,Luxembourg,Poland,2,3,European Championship qual,Luxembourg,False,Away Win
1999-06-10,Cuba,Jamaica,2,0,CONCACAF Ch q & Car Cup,Trinidad and Tobago,True,Home Win
1999-06-11,Trinidad and Tobago,Haiti,6,1,CONCACAF Ch q & Car Cup,Trinidad and Tobago,False,Home Win
1999-06-12,South Korea,Mexico,1,1,Korea Cup,South Korea,False,Draw
1999-06-13,Trinidad and Tobago,Cuba,2,1,CONCACAF Ch q & Car Cup,Trinidad and Tobago,False,Home Win
1999-06-13,United States,Argentina,1,0,Friendly,United States,False,Home Win
1999-06-13,Kenya,Zanzibar,0,1,Friendly,Kenya,False,Away Win
1999-06-13,Croatia,Egypt,2,2,Korea Cup,South Korea,True,Draw
1999-06-15,South Korea,Egypt,0,0,Korea Cup,South Korea,False,Draw
1999-06-15,Venezuela,Ecuador,3,2,Friendly,Venezuela,False,Home Win
1999-06-16,Thailand,New Zealand,2,2,Friendly tournament,Thailand,False,Draw
1999-06-16,South Africa,Zimbabwe,0,1,Friendly,South Africa,False,Away Win
1999-06-16,Croatia,Mexico,2,1,Korea Cup,South Korea,True,Home Win
1999-06-17,Paraguay,Uruguay,2,3,Friendly,Paraguay,False,Away Win
1999-06-17,Colombia,Peru,3,3,Friendly,Colombia,False,Draw
1999-06-18,Saudi Arabia,Jordan,2,1,Friendly,Saudi Arabia,False,Home Win
1999-06-18,Mexico,Egypt,2,0,Korea Cup,South Korea,True,Home Win
1999-06-19,New Zealand,Poland,0,0,Friendly tournament,Thailand,True,Draw
1999-06-19,Eritrea,Mozambique,1,0,African Nations Cup qualifier,Eritrea,False,Home Win
